cal_date,ppi_yoy,ppi_mom,ppi_accu,nt_val,town_val,cnt_val,m0,m1,m2,gdp,pi,si,ti,trade_date,ts_code,close,settle,vol,amount,oi
20160203,-4.9,-0.3,-5.1,102.3,102.3,102.2,69421.5,392504.7,1424618.68,160967.3,8312.7,61385.1,91269.4,20160203.0,AL1604.SHF,10710.0,10680.0,105984.0,566158.76,219654.0
20160204,-4.9,-0.3,-5.1,102.3,102.3,102.2,69421.5,392504.7,1424618.68,160967.3,8312.7,61385.1,91269.4,20160204.0,AL1604.SHF,10900.0,10805.0,157238.0,849696.4,219032.0
20160205,-4.9,-0.3,-5.1,102.3,102.3,102.2,69421.5,392504.7,1424618.68,160967.3,8312.7,61385.1,91269.4,20160205.0,AL1604.SHF,10800.0,10835.0,114566.0,620691.51,211336.0
20160215,-4.9,-0.3,-5.1,102.3,102.3,102.2,69421.5,392504.7,1424618.68,160967.3,8312.7,61385.1,91269.4,20160215.0,AL1604.SHF,10875.0,10815.0,76200.0,412145.58,221772.0
20160216,-4.9,-0.3,-5.1,102.3,102.3,102.2,69421.5,392504.7,1424618.68,160967.3,8312.7,61385.1,91269.4,20160216.0,AL1604.SHF,11045.0,10970.0,282232.0,1548494.19,257796.0
20160217,-4.9,-0.3,-5.1,102.3,102.3,102.2,69421.5,392504.7,1424618.68,160967.3,8312.7,61385.1,91269.4,20160217.0,AL1604.SHF,10980.0,11035.0,230950.0,1274271.56,245582.0
20160218,-4.9,-0.3,-5.1,102.3,102.3,102.2,69421.5,392504.7,1424618.68,160967.3,8312.7,61385.1,91269.4,20160218.0,AL1604.SHF,10965.0,10985.0,122812.0,674792.375,247736.0
20160219,-4.9,-0.3,-5.1,102.3,102.3,102.2,69421.5,392504.7,1424618.68,160967.3,8312.7,61385.1,91269.4,20160219.0,AL1604.SHF,11060.0,11015.0,139926.0,770673.535,247286.0
20160222,-4.9,-0.3,-5.1,102.3,102.3,102.2,69421.5,392504.7,1424618.68,160967.3,8312.7,61385.1,91269.4,20160222.0,AL1604.SHF,11210.0,11165.0,220932.0,1233551.855,250208.0
20160223,-4.9,-0.3,-5.1,102.3,102.3,102.2,69421.5,392504.7,1424618.68,160967.3,8312.7,61385.1,91269.4,20160223.0,AL1604.SHF,11225.0,11210.0,161226.0,904050.32,235416.0
20160224,-4.9,-0.3,-5.1,102.3,102.3,102.2,69421.5,392504.7,1424618.68,160967.3,8312.7,61385.1,91269.4,20160224.0,AL1604.SHF,11150.0,11145.0,140616.0,783765.075,221226.0
20160225,-4.9,-0.3,-5.1,102.3,102.3,102.2,69421.5,392504.7,1424618.68,160967.3,8312.7,61385.1,91269.4,20160225.0,AL1604.SHF,11230.0,11245.0,190750.0,1072761.815,217282.0
20160226,-4.9,-0.3,-5.1,102.3,102.3,102.2,69421.5,392504.7,1424618.68,160967.3,8312.7,61385.1,91269.4,20160226.0,AL1604.SHF,11265.0,11265.0,218430.0,1230308.66,209664.0
20160229,-4.9,-0.3,-5.1,102.3,102.3,102.2,69421.5,392504.7,1424618.68,160967.3,8312.7,61385.1,91269.4,20160229.0,AL1605.SHF,11300.0,11350.0,150710.0,855620.41,225128.0
20160301,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160301.0,AL1605.SHF,11225.0,11245.0,170132.0,956959.31,236644.0
20160302,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160302.0,AL1605.SHF,11325.0,11255.0,181264.0,1020271.655,251728.0
20160303,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160303.0,AL1605.SHF,11365.0,11330.0,126498.0,716666.89,250702.0
20160304,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160304.0,AL1605.SHF,11435.0,11410.0,227818.0,1299825.33,249040.0
20160307,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160307.0,AL1605.SHF,11455.0,11475.0,353800.0,2030560.3,258844.0
20160308,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160308.0,AL1605.SHF,11535.0,11500.0,324148.0,1864410.57,251428.0
20160309,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160309.0,AL1605.SHF,11370.0,11335.0,296444.0,1680828.45,241844.0
20160310,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160310.0,AL1605.SHF,11315.0,11335.0,168332.0,954179.63,235698.0
20160311,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160311.0,AL1605.SHF,11375.0,11315.0,145504.0,823341.385,230998.0
20160314,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160314.0,AL1605.SHF,11335.0,11375.0,141928.0,807484.015,232508.0
20160315,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160315.0,AL1605.SHF,11300.0,11315.0,125840.0,712045.235,231462.0
20160316,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160316.0,AL1605.SHF,11275.0,11265.0,110250.0,621140.295,229948.0
20160317,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160317.0,AL1605.SHF,11340.0,11305.0,94516.0,534462.03,223070.0
20160318,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160318.0,AL1605.SHF,11455.0,11435.0,158696.0,907586.065,224098.0
20160321,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160321.0,AL1605.SHF,11485.0,11485.0,154720.0,888728.375,223520.0
20160322,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160322.0,AL1605.SHF,11515.0,11515.0,94936.0,546732.135,224414.0
20160323,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160323.0,AL1605.SHF,11500.0,11505.0,95008.0,546753.845,210446.0
20160324,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160324.0,AL1605.SHF,11525.0,11540.0,241820.0,1395682.855,190994.0
20160325,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160325.0,AL1605.SHF,11700.0,11640.0,174076.0,1013335.485,211914.0
20160328,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160328.0,AL1605.SHF,11740.0,11760.0,164850.0,969343.95,211640.0
20160329,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160329.0,AL1605.SHF,11755.0,11810.0,183126.0,1081467.89,211004.0
20160330,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160330.0,AL1605.SHF,11740.0,11735.0,107466.0,630626.685,199590.0
20160331,-4.3,0.5,-4.8,102.3,102.3,102.2,64651.21,411581.31,1446198.03,160967.3,8312.7,61385.1,91269.4,20160331.0,AL1606.SHF,11750.0,11735.0,88830.0,521244.715,223770.0
20160401,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160401.0,AL1606.SHF,11865.0,11830.0,104802.0,620099.71,242438.0
20160405,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160405.0,AL1606.SHF,11850.0,11875.0,83516.0,495955.425,245412.0
20160406,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160406.0,AL1606.SHF,11765.0,11830.0,149362.0,883610.655,251514.0
20160407,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160407.0,AL1606.SHF,11780.0,11770.0,121118.0,713066.62,256784.0
20160408,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160408.0,AL1606.SHF,11635.0,11665.0,162978.0,950584.705,260446.0
20160411,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160411.0,AL1606.SHF,11775.0,11755.0,143912.0,846086.565,272308.0
20160412,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160412.0,AL1606.SHF,11785.0,11790.0,87924.0,518352.63,277386.0
20160413,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160413.0,AL1606.SHF,11945.0,11960.0,274114.0,1639557.67,281384.0
20160414,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160414.0,AL1606.SHF,11960.0,11995.0,168504.0,1010801.425,281402.0
20160415,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160415.0,AL1606.SHF,11960.0,11960.0,131570.0,786993.85,278472.0
20160418,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160418.0,AL1606.SHF,11955.0,11950.0,140130.0,837397.69,276302.0
20160419,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160419.0,AL1606.SHF,12035.0,11995.0,126866.0,761194.985,268162.0
20160420,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160420.0,AL1606.SHF,12075.0,12065.0,149904.0,904634.99,249360.0
20160421,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160421.0,AL1606.SHF,12400.0,12315.0,339418.0,2090310.74,247488.0
20160422,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160422.0,AL1606.SHF,12805.0,12575.0,548556.0,3449341.9,271754.0
20160425,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160425.0,AL1606.SHF,12885.0,12900.0,525606.0,3390946.475,255694.0
20160426,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160426.0,AL1606.SHF,12790.0,12840.0,258076.0,1656954.465,252650.0
20160427,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160427.0,AL1606.SHF,12820.0,12850.0,225278.0,1447487.085,236148.0
20160428,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160428.0,AL1607.SHF,12480.0,12630.0,373434.0,2359154.475,279362.0
20160429,-3.4,0.7,-4.5,102.3,102.3,102.4,64403.17,413504.84,1445209.59,340846.0,20868.7,135115.8,184861.5,20160429.0,AL1607.SHF,12680.0,12605.0,159098.0,1002999.595,284564.0
20160503,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160503.0,AL1607.SHF,12755.0,12735.0,111152.0,707996.495,285618.0
20160504,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160504.0,AL1607.SHF,12475.0,12570.0,207928.0,1307138.185,283696.0
20160505,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160505.0,AL1607.SHF,12455.0,12495.0,161326.0,1008103.865,280228.0
20160506,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160506.0,AL1607.SHF,12340.0,12340.0,274898.0,1696749.735,270046.0
20160509,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160509.0,AL1607.SHF,12055.0,12215.0,254028.0,1551490.695,264462.0
20160510,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160510.0,AL1607.SHF,11910.0,11905.0,240472.0,1431760.555,249230.0
20160511,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160511.0,AL1607.SHF,12120.0,12000.0,189674.0,1138233.095,252526.0
20160512,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160512.0,AL1607.SHF,12170.0,12145.0,190054.0,1154261.755,253558.0
20160513,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160513.0,AL1607.SHF,12070.0,12015.0,252344.0,1516400.89,256480.0
20160516,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160516.0,AL1607.SHF,12225.0,12160.0,211712.0,1287518.955,270528.0
20160517,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160517.0,AL1607.SHF,12435.0,12360.0,219754.0,1358260.69,278820.0
20160518,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160518.0,AL1607.SHF,12270.0,12360.0,191306.0,1182297.255,273490.0
20160519,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160519.0,AL1607.SHF,12325.0,12330.0,181804.0,1121079.285,266412.0
20160520,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160520.0,AL1607.SHF,12435.0,12360.0,154288.0,953764.83,266834.0
20160523,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160523.0,AL1607.SHF,12275.0,12370.0,229128.0,1417327.46,258762.0
20160524,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160524.0,AL1607.SHF,12270.0,12285.0,171758.0,1055298.525,253582.0
20160525,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160525.0,AL1607.SHF,12065.0,12145.0,302810.0,1839207.24,233592.0
20160526,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160526.0,AL1607.SHF,12185.0,12040.0,292252.0,1759689.675,218172.0
20160527,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160527.0,AL1607.SHF,12220.0,12145.0,271156.0,1646971.815,211172.0
20160530,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160530.0,AL1607.SHF,12295.0,12255.0,180440.0,1106057.01,210776.0
20160531,-2.8,0.5,-4.1,102.0,102.0,102.1,62780.71,424250.7,1461695.11,340846.0,20868.7,135115.8,184861.5,20160531.0,AL1607.SHF,12260.0,12305.0,148640.0,914656.58,197334.0
20160601,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160601.0,AL1607.SHF,12090.0,12180.0,138866.0,845994.92,179966.0
20160602,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160602.0,AL1608.SHF,12145.0,12065.0,178172.0,1074826.255,191924.0
20160603,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160603.0,AL1608.SHF,11905.0,11960.0,234004.0,1399596.535,214978.0
20160606,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160606.0,AL1608.SHF,11780.0,11865.0,309120.0,1833962.885,245704.0
20160607,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160607.0,AL1608.SHF,11655.0,11715.0,298698.0,1749861.86,265440.0
20160608,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160608.0,AL1608.SHF,11870.0,11755.0,241406.0,1418953.875,242234.0
20160613,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160613.0,AL1608.SHF,11850.0,11830.0,136040.0,804740.69,230756.0
20160614,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160614.0,AL1608.SHF,11855.0,11910.0,255184.0,1519657.035,206970.0
20160615,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160615.0,AL1608.SHF,11870.0,11825.0,118516.0,700884.71,208330.0
20160616,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160616.0,AL1608.SHF,11915.0,11910.0,148418.0,884185.085,205754.0
20160617,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160617.0,AL1608.SHF,11985.0,11920.0,128992.0,768975.295,201532.0
20160620,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160620.0,AL1608.SHF,12100.0,12020.0,192464.0,1156744.25,203438.0
20160621,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160621.0,AL1608.SHF,12205.0,12150.0,217738.0,1323149.77,201490.0
20160622,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160622.0,AL1608.SHF,12345.0,12280.0,238118.0,1462410.915,195192.0
20160623,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160623.0,AL1608.SHF,12335.0,12315.0,154820.0,953371.005,195992.0
20160624,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160624.0,AL1608.SHF,12170.0,12280.0,192334.0,1181030.435,186774.0
20160627,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160627.0,AL1608.SHF,12375.0,12310.0,170286.0,1048262.245,181716.0
20160628,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160628.0,AL1608.SHF,12385.0,12375.0,116112.0,718490.595,179588.0
20160629,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160629.0,AL1608.SHF,12365.0,12400.0,131212.0,813623.67,169034.0
20160630,-2.6,-0.2,-3.9,101.9,101.9,101.9,62818.89,443643.7,1490491.83,340846.0,20868.7,135115.8,184861.5,20160630.0,AL1608.SHF,12530.0,12460.0,170332.0,1061168.945,164724.0
20160701,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160701.0,AL1608.SHF,12760.0,12650.0,147724.0,934647.805,155210.0
20160704,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160704.0,AL1609.SHF,12535.0,12640.0,265260.0,1676517.84,192366.0
20160705,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160705.0,AL1609.SHF,12480.0,12400.0,243116.0,1507897.845,184638.0
20160706,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160706.0,AL1609.SHF,12480.0,12435.0,268018.0,1666780.47,190086.0
20160707,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160707.0,AL1609.SHF,12460.0,12535.0,279126.0,1749565.32,196612.0
20160708,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160708.0,AL1609.SHF,12565.0,12500.0,190794.0,1192649.7,207458.0
20160711,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160711.0,AL1609.SHF,12650.0,12615.0,182850.0,1153702.665,219986.0
20160712,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160712.0,AL1609.SHF,12500.0,12565.0,186242.0,1170164.775,217100.0
20160713,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160713.0,AL1609.SHF,12655.0,12625.0,257226.0,1623893.09,221860.0
20160714,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160714.0,AL1609.SHF,12700.0,12640.0,148452.0,938498.445,215568.0
20160715,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160715.0,AL1609.SHF,12685.0,12670.0,121236.0,768203.495,215694.0
20160718,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160718.0,AL1609.SHF,12515.0,12600.0,142020.0,895023.455,206718.0
20160719,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160719.0,AL1609.SHF,12280.0,12385.0,211724.0,1311282.085,201854.0
20160720,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160720.0,AL1609.SHF,12330.0,12315.0,149712.0,921919.95,187574.0
20160721,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160721.0,AL1609.SHF,12390.0,12335.0,152210.0,938808.505,183340.0
20160722,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160722.0,AL1609.SHF,12160.0,12290.0,151792.0,932940.565,185732.0
20160725,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160725.0,AL1609.SHF,12190.0,12165.0,144064.0,876488.31,182574.0
20160726,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160726.0,AL1609.SHF,12120.0,12150.0,86604.0,526299.65,181170.0
20160727,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160727.0,AL1609.SHF,12070.0,12090.0,141782.0,857375.93,178604.0
20160728,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160728.0,AL1609.SHF,12345.0,12205.0,153174.0,934943.17,160690.0
20160729,-1.7,0.2,-3.6,101.8,101.8,101.5,63276.01,442934.43,1491558.72,530183.6,38411.0,210754.8,281017.8,20160729.0,AL1609.SHF,12260.0,12280.0,110912.0,681048.285,150804.0
20160801,-0.8,0.2,-3.2,101.3,101.4,101.0,63454.7,454543.6,1510982.91,530183.6,38411.0,210754.8,281017.8,20160801.0,AL1609.SHF,12325.0,12310.0,81400.0,501178.2,139518.0
20160802,-0.8,0.2,-3.2,101.3,101.4,101.0,63454.7,454543.6,1510982.91,530183.6,38411.0,210754.8,281017.8,20160802.0,AL1610.SHF,12205.0,12175.0,79720.0,485378.11,158440.0
20160803,-0.8,0.2,-3.2,101.3,101.4,101.0,63454.7,454543.6,1510982.91,530183.6,38411.0,210754.8,281017.8,20160803.0,AL1610.SHF,12050.0,12120.0,108294.0,656426.885,180308.0
20160804,-0.8,0.2,-3.2,101.3,101.4,101.0,63454.7,454543.6,1510982.91,530183.6,38411.0,210754.8,281017.8,20160804.0,AL1610.SHF,12065.0,12065.0,100416.0,605963.44,183016.0
20160805,-0.8,0.2,-3.2,101.3,101.4,101.0,63454.7,454543.6,1510982.91,530183.6,38411.0,210754.8,281017.8,20160805.0,AL1610.SHF,12220.0,12125.0,136198.0,825798.12,178134.0
20160808,-0.8,0.2,-3.2,101.3,101.4,101.0,63454.7,454543.6,1510982.91,530183.6,38411.0,210754.8,281017.8,20160808.0,AL1610.SHF,12385.0,12310.0,171128.0,1053424.675,195008.0
20160809,-0.8,0.2,-3.2,101.3,101.4,101.0,63454.7,454543.6,1510982.91,530183.6,38411.0,210754.8,281017.8,20160809.0,AL1610.SHF,12310.0,12330.0,128862.0,794750.42,199820.0
20160810,-0.8,0.2,-3.2,101.3,101.4,101.0,63454.7,454543.6,1510982.91,530183.6,38411.0,210754.8,281017.8,20160810.0,AL1610.SHF,12465.0,12385.0,123252.0,763432.74,211156.0
20160811,-0.8,0.2,-3.2,101.3,101.4,101.0,63454.7,454543.6,1510982.91,530183.6,38411.0,210754.8,281017.8,20160811.0,AL1610.SHF,12390.0,12405.0,103748.0,643527.95,202964.0
20160812,-0.8,0.2,-3.2,101.3,101.4,101.0,63454.7,454543.6,1510982.91,530183.6,38411.0,210754.8,281017.8,20160812.0,AL1610.SHF,12350.0,12345.0,75136.0,463907.95,202034.0
20160815,-0.8,0.2,-3.2,101.3,101.4,101.0,63454.7,454543.6,1510982.91,530183.6,38411.0,210754.8,281017.8,20160815.0,AL1610.SHF,12295.0,12310.0,119434.0,735234.88,198428.0
